datetime,1f_1,1f_but,2f_he,2f_2,1f_ele
2023-02-28 14:00:00,79,66,46,27,22
2023-02-28 15:00:00,96,65,84,41,26
2023-02-28 16:00:00,126,83,66,31,29
2023-02-28 17:00:00,93,72,76,53,22
2023-02-28 18:00:00,144,88,99,64,25
2023-02-28 19:00:00,108,65,80,32,27
2023-02-28 20:00:00,104,60,95,61,22
2023-02-28 21:00:00,113,77,69,56,21
2023-02-28 22:00:00,48,72,28,42,22
2023-02-28 23:00:00,90,56,39,24,17
2023-03-01 00:00:00,43,36,29,39,21
2023-03-01 01:00:00,23,39,13,18,12
2023-03-01 02:00:00,17,24,25,6,13
2023-03-01 03:00:00,33,23,28,14,19
2023-03-01 04:00:00,38,26,13,18,17
2023-03-01 05:00:00,19,35,15,13,10
2023-03-01 06:00:00,29,34,19,9,19
2023-03-01 07:00:00,32,32,33,12,10
2023-03-01 08:00:00,37,18,38,10,10
2023-03-01 09:00:00,43,10,34,15,16
2023-03-01 10:00:00,24,35,31,18,12
2023-03-01 11:00:00,63,51,58,27,23
2023-03-01 12:00:00,43,68,59,39,21
2023-03-01 13:00:00,34,34,41,15,22
2023-03-01 14:00:00,61,74,41,20,21
2023-03-01 15:00:00,104,98,78,59,26
2023-03-01 16:00:00,127,90,82,36,25
2023-03-01 17:00:00,146,77,71,65,24
2023-03-01 18:00:00,128,68,75,62,28
2023-03-01 19:00:00,102,73,60,53,25
2023-03-01 20:00:00,91,97,82,61,22
2023-03-01 21:00:00,106,66,80,64,29
2023-03-01 22:00:00,31,64,56,24,21
2023-03-01 23:00:00,31,52,31,18,23
2023-03-02 00:00:00,31,69,64,40,18
2023-03-02 01:00:00,18,31,30,13,10
2023-03-02 02:00:00,20,38,26,18,13
2023-03-02 03:00:00,46,14,33,8,16
2023-03-02 04:00:00,18,14,21,8,18
2023-03-02 05:00:00,17,39,13,7,10
2023-03-02 06:00:00,24,38,28,16,16
2023-03-02 07:00:00,23,35,22,8,15
2023-03-02 08:00:00,35,32,29,9,11
2023-03-02 09:00:00,46,31,23,15,17
2023-03-02 10:00:00,25,24,24,16,10
2023-03-02 11:00:00,94,48,38,24,22
2023-03-02 12:00:00,80,49,48,24,24
2023-03-02 13:00:00,68,73,63,35,24
2023-03-02 14:00:00,82,49,56,31,20
2023-03-02 15:00:00,120,86,66,63,28
2023-03-02 16:00:00,104,61,71,55,22
2023-03-02 17:00:00,147,76,86,67,20
2023-03-02 18:00:00,134,60,97,59,29
2023-03-02 19:00:00,141,61,84,47,21
2023-03-02 20:00:00,121,93,64,41,26
2023-03-02 21:00:00,134,60,75,63,20
2023-03-02 22:00:00,86,49,65,31,22
2023-03-02 23:00:00,86,60,72,16,16
2023-03-03 00:00:00,61,29,70,21,21
2023-03-03 01:00:00,40,34,22,13,14
2023-03-03 02:00:00,15,22,11,7,16
2023-03-03 03:00:00,27,31,16,7,11
2023-03-03 04:00:00,31,26,13,12,16
2023-03-03 05:00:00,36,17,18,14,14
2023-03-03 06:00:00,17,23,30,19,15
2023-03-03 07:00:00,44,30,28,7,16
2023-03-03 08:00:00,17,29,21,12,11
2023-03-03 09:00:00,39,16,34,6,14
2023-03-03 10:00:00,18,12,32,13,16
2023-03-03 11:00:00,86,46,54,22,16
2023-03-03 12:00:00,52,35,72,31,17
2023-03-03 13:00:00,56,53,70,38,17
2023-03-03 14:00:00,51,63,64,42,23
2023-03-03 15:00:00,82,83,67,45,23
2023-03-03 16:00:00,117,83,83,40,20
2023-03-03 17:00:00,127,88,95,59,20
2023-03-03 18:00:00,86,71,73,31,20
2023-03-03 19:00:00,106,72,65,47,28
2023-03-03 20:00:00,88,79,65,62,25
2023-03-03 21:00:00,110,82,63,39,21
2023-03-03 22:00:00,34,74,29,37,24
2023-03-03 23:00:00,81,66,36,37,24
2023-03-04 00:00:00,57,31,36,18,11
2023-03-04 01:00:00,30,29,21,6,6
2023-03-04 02:00:00,33,22,27,9,9
2023-03-04 03:00:00,32,12,11,7,7
2023-03-04 04:00:00,34,20,18,9,7
2023-03-04 05:00:00,11,18,10,8,7
2023-03-04 06:00:00,22,20,10,6,5
2023-03-04 07:00:00,27,14,29,6,9
2023-03-04 08:00:00,10,24,11,7,5
2023-03-04 09:00:00,30,10,26,6,8
2023-03-04 10:00:00,35,13,22,5,7
2023-03-04 11:00:00,73,43,39,17,11
2023-03-04 12:00:00,56,53,50,25,8
2023-03-04 13:00:00,29,48,28,37,9
2023-03-04 14:00:00,50,50,37,10,8
2023-03-04 15:00:00,114,68,56,32,10
2023-03-04 16:00:00,70,74,88,53,11
2023-03-04 17:00:00,93,57,63,20,14
2023-03-04 18:00:00,81,82,65,21,8
2023-03-04 19:00:00,80,70,65,38,11
2023-03-04 20:00:00,108,74,78,32,13
2023-03-04 21:00:00,111,84,55,31,8
2023-03-04 22:00:00,57,50,17,15,9
2023-03-04 23:00:00,44,25,40,20,7
2023-03-05 00:00:00,40,48,34,34,8
2023-03-05 01:00:00,14,7,12,7,8
2023-03-05 02:00:00,13,27,17,8,7
2023-03-05 03:00:00,12,13,11,8,7
2023-03-05 04:00:00,35,14,23,7,7
2023-03-05 05:00:00,23,21,17,5,8
2023-03-05 06:00:00,15,13,21,7,5
2023-03-05 07:00:00,29,15,17,8,7
2023-03-05 08:00:00,10,15,9,6,5
2023-03-05 09:00:00,16,27,17,6,5
2023-03-05 10:00:00,15,23,27,7,9
2023-03-05 11:00:00,67,43,45,23,7
2023-03-05 12:00:00,46,38,53,19,9
2023-03-05 13:00:00,32,46,34,31,7
2023-03-05 14:00:00,20,49,43,35,8
2023-03-05 15:00:00,65,65,69,25,7
2023-03-05 16:00:00,110,80,61,56,9
2023-03-05 17:00:00,125,73,64,56,8
2023-03-05 18:00:00,67,85,68,51,7
2023-03-05 19:00:00,78,83,80,45,11
2023-03-05 20:00:00,68,70,84,44,13
2023-03-05 21:00:00,77,74,75,23,7
2023-03-05 22:00:00,41,43,38,11,6
2023-03-05 23:00:00,63,54,50,13,10
2023-03-06 00:00:00,58,61,73,33,19
2023-03-06 01:00:00,12,36,10,10,16
2023-03-06 02:00:00,34,21,35,10,18
2023-03-06 03:00:00,32,35,30,14,10
2023-03-06 04:00:00,47,12,33,11,10
2023-03-06 05:00:00,17,13,37,18,10
2023-03-06 06:00:00,25,25,19,14,17
2023-03-06 07:00:00,25,37,24,19,19
2023-03-06 08:00:00,20,19,12,8,17
2023-03-06 09:00:00,23,33,27,5,10
2023-03-06 10:00:00,33,23,27,5,12
2023-03-06 11:00:00,80,71,26,22,22
2023-03-06 12:00:00,58,55,38,20,19
2023-03-06 13:00:00,63,37,51,31,22
2023-03-06 14:00:00,92,62,31,40,21
2023-03-06 15:00:00,96,82,91,48,22
2023-03-06 16:00:00,141,78,95,41,20
2023-03-06 17:00:00,98,90,60,58,29
2023-03-06 18:00:00,124,91,88,59,27
2023-03-06 19:00:00,119,77,74,54,27
2023-03-06 20:00:00,116,94,78,32,21
2023-03-06 21:00:00,132,68,81,64,24
2023-03-06 22:00:00,53,52,37,27,21
2023-03-06 23:00:00,37,67,28,17,18
2023-03-07 00:00:00,49,41,71,34,16
2023-03-07 01:00:00,20,35,29,6,17
2023-03-07 02:00:00,43,19,37,10,12
2023-03-07 03:00:00,47,12,22,5,15
2023-03-07 04:00:00,13,21,15,18,10
2023-03-07 05:00:00,31,16,39,11,14
2023-03-07 06:00:00,12,29,21,13,18
2023-03-07 07:00:00,19,31,17,12,18
2023-03-07 08:00:00,44,18,26,12,11
2023-03-07 09:00:00,23,32,19,5,15
2023-03-07 10:00:00,36,18,12,19,12
2023-03-07 11:00:00,39,69,38,36,17
2023-03-07 12:00:00,51,46,48,34,16
2023-03-07 13:00:00,85,69,57,44,21
2023-03-07 14:00:00,86,52,73,28,21
2023-03-07 15:00:00,127,77,83,57,23
2023-03-07 16:00:00,139,90,88,43,27
2023-03-07 17:00:00,133,96,73,35,20
2023-03-07 18:00:00,93,74,74,37,21
2023-03-07 19:00:00,82,78,95,32,22
2023-03-07 20:00:00,93,67,72,41,25
2023-03-07 21:00:00,107,94,77,39,26
2023-03-07 22:00:00,34,60,41,30,17
2023-03-07 23:00:00,45,64,41,29,23
2023-03-08 00:00:00,49,39,61,30,23
2023-03-08 01:00:00,49,12,35,10,18
2023-03-08 02:00:00,12,37,32,16,16
2023-03-08 03:00:00,28,39,27,14,17
2023-03-08 04:00:00,17,35,31,9,11
2023-03-08 05:00:00,14,36,29,8,13
2023-03-08 06:00:00,43,19,16,10,19
2023-03-08 07:00:00,30,22,23,6,19
2023-03-08 08:00:00,39,11,16,13,15
2023-03-08 09:00:00,22,14,12,12,10
2023-03-08 10:00:00,36,20,23,11,12
2023-03-08 11:00:00,94,37,41,24,24
2023-03-08 12:00:00,75,35,66,40,19
2023-03-08 13:00:00,49,72,44,36,22
2023-03-08 14:00:00,43,59,42,28,23
2023-03-08 15:00:00,138,64,94,37,21
2023-03-08 16:00:00,107,89,98,66,29
2023-03-08 17:00:00,101,67,71,39,20
2023-03-08 18:00:00,124,96,82,53,21
2023-03-08 19:00:00,142,62,60,64,27
2023-03-08 20:00:00,132,84,81,60,28
2023-03-08 21:00:00,110,73,96,54,24
2023-03-08 22:00:00,49,54,36,27,19
2023-03-08 23:00:00,56,30,59,22,18
2023-03-09 00:00:00,49,52,43,35,24
2023-03-09 01:00:00,17,31,34,15,10
2023-03-09 02:00:00,44,38,33,10,19
2023-03-09 03:00:00,15,34,28,6,14
2023-03-09 04:00:00,48,26,38,8,18
2023-03-09 05:00:00,24,34,25,14,13
2023-03-09 06:00:00,19,27,30,6,17
2023-03-09 07:00:00,30,11,26,14,13
2023-03-09 08:00:00,15,35,21,8,15
2023-03-09 09:00:00,13,27,32,13,11
2023-03-09 10:00:00,16,14,19,16,15
2023-03-09 11:00:00,68,54,67,16,23
2023-03-09 12:00:00,70,73,25,41,17
2023-03-09 13:00:00,70,58,40,35,18
2023-03-09 14:00:00,71,57,34,19,24
2023-03-09 15:00:00,115,70,75,53,26
2023-03-09 16:00:00,132,92,98,38,26
2023-03-09 17:00:00,111,71,67,57,27
2023-03-09 18:00:00,102,79,92,39,29
2023-03-09 19:00:00,114,61,65,45,20
2023-03-09 20:00:00,111,85,79,43,23
2023-03-09 21:00:00,145,82,95,55,28
2023-03-09 22:00:00,33,40,38,26,23
2023-03-09 23:00:00,84,29,69,28,18
2023-03-10 00:00:00,85,66,73,27,21
2023-03-10 01:00:00,14,33,23,17,14
2023-03-10 02:00:00,27,34,33,7,12
2023-03-10 03:00:00,31,33,27,5,12
2023-03-10 04:00:00,11,22,28,8,17
2023-03-10 05:00:00,38,15,30,18,19
2023-03-10 06:00:00,26,10,34,17,11
2023-03-10 07:00:00,27,37,21,5,14
2023-03-10 08:00:00,33,31,19,9,17
2023-03-10 09:00:00,35,23,13,11,18
2023-03-10 10:00:00,19,10,35,15,15
2023-03-10 11:00:00,42,60,71,42,16
2023-03-10 12:00:00,91,47,26,29,19
2023-03-10 13:00:00,54,69,62,31,22
2023-03-10 14:00:00,46,67,28,22,15
2023-03-10 15:00:00,106,65,86,47,24
2023-03-10 16:00:00,93,71,82,65,27
2023-03-10 17:00:00,116,60,60,36,26
2023-03-10 18:00:00,116,67,73,68,25
2023-03-10 19:00:00,134,92,99,38,24
2023-03-10 20:00:00,146,85,98,30,25
2023-03-10 21:00:00,142,96,72,50,24
2023-03-10 22:00:00,82,72,47,33,22
2023-03-10 23:00:00,93,28,57,31,23
2023-03-11 00:00:00,61,50,29,13,8
2023-03-11 01:00:00,12,18,12,7,6
2023-03-11 02:00:00,22,14,14,5,8
2023-03-11 03:00:00,15,24,8,5,5
2023-03-11 04:00:00,29,25,23,7,5
2023-03-11 05:00:00,25,19,9,5,7
2023-03-11 06:00:00,22,27,22,9,8
2023-03-11 07:00:00,15,5,20,5,5
2023-03-11 08:00:00,21,12,20,6,6
2023-03-11 09:00:00,31,21,9,5,7
2023-03-11 10:00:00,30,11,24,8,8
2023-03-11 11:00:00,68,21,26,11,7
2023-03-11 12:00:00,30,42,18,12,9
2023-03-11 13:00:00,35,36,40,13,7
2023-03-11 14:00:00,54,36,37,35,11
2023-03-11 15:00:00,77,69,61,46,7
2023-03-11 16:00:00,77,72,51,41,12
2023-03-11 17:00:00,121,85,81,49,10
2023-03-11 18:00:00,72,50,56,23,7
2023-03-11 19:00:00,67,66,71,42,13
2023-03-11 20:00:00,68,69,56,30,7
2023-03-11 21:00:00,126,79,72,45,11
2023-03-11 22:00:00,74,16,21,24,8
2023-03-11 23:00:00,54,45,48,34,7
2023-03-12 00:00:00,40,51,27,26,11
2023-03-12 01:00:00,10,21,27,8,7
2023-03-12 02:00:00,12,20,17,8,5
2023-03-12 03:00:00,10,15,20,9,5
2023-03-12 04:00:00,16,23,16,6,6
2023-03-12 05:00:00,18,22,18,7,7
2023-03-12 06:00:00,33,11,15,5,7
2023-03-12 07:00:00,33,6,18,9,8
2023-03-12 08:00:00,16,29,20,6,8
2023-03-12 09:00:00,12,26,7,5,5
2023-03-12 10:00:00,11,29,29,7,7
2023-03-12 11:00:00,32,31,36,12,8
2023-03-12 12:00:00,26,44,22,15,11
2023-03-12 13:00:00,29,18,24,38,9
2023-03-12 14:00:00,54,29,26,24,11
2023-03-12 15:00:00,101,53,53,47,12
2023-03-12 16:00:00,75,80,69,50,8
2023-03-12 17:00:00,128,68,82,23,8
2023-03-12 18:00:00,100,61,65,23,11
2023-03-12 19:00:00,81,80,65,54,7
2023-03-12 20:00:00,108,73,60,53,9
2023-03-12 21:00:00,84,74,55,33,13
2023-03-12 22:00:00,46,34,36,16,9
2023-03-12 23:00:00,70,16,20,26,8
2023-03-13 00:00:00,76,26,44,27,19
2023-03-13 01:00:00,35,30,28,9,16
2023-03-13 02:00:00,18,14,15,18,16
2023-03-13 03:00:00,46,13,30,14,11
2023-03-13 04:00:00,22,22,38,19,11
2023-03-13 05:00:00,29,10,37,19,15
2023-03-13 06:00:00,16,12,10,7,16
2023-03-13 07:00:00,46,33,36,16,13
2023-03-13 08:00:00,49,31,28,18,14
2023-03-13 09:00:00,37,33,37,17,18
2023-03-13 10:00:00,43,35,38,5,13
2023-03-13 11:00:00,49,37,43,42,23
2023-03-13 12:00:00,91,51,68,21,20
2023-03-13 13:00:00,40,56,29,30,18
2023-03-13 14:00:00,46,63,73,31,16
2023-03-13 15:00:00,91,73,68,34,27
2023-03-13 16:00:00,116,91,68,54,24
2023-03-13 17:00:00,105,68,73,39,29
2023-03-13 18:00:00,142,87,63,58,24
2023-03-13 19:00:00,140,62,91,60,20
2023-03-13 20:00:00,110,84,66,67,23
2023-03-13 21:00:00,118,63,72,67,20
2023-03-13 22:00:00,69,30,60,35,16
2023-03-13 23:00:00,46,68,65,19,20
2023-03-14 00:00:00,36,66,42,25,16
2023-03-14 01:00:00,45,32,23,11,11
2023-03-14 02:00:00,16,28,10,8,14
2023-03-14 03:00:00,26,27,25,17,18
2023-03-14 04:00:00,47,18,13,8,14
2023-03-14 05:00:00,14,30,25,11,17
2023-03-14 06:00:00,21,23,34,16,13
2023-03-14 07:00:00,26,18,21,15,13
2023-03-14 08:00:00,29,10,37,11,14
2023-03-14 09:00:00,26,31,33,9,15
2023-03-14 10:00:00,33,20,20,11,17
2023-03-14 11:00:00,83,49,46,37,20
2023-03-14 12:00:00,32,60,69,18,20
2023-03-14 13:00:00,59,43,59,33,17
2023-03-14 14:00:00,56,42,32,29,17
2023-03-14 15:00:00,143,67,64,51,22
2023-03-14 16:00:00,100,76,95,48,23
2023-03-14 17:00:00,92,66,98,36,27
2023-03-14 18:00:00,124,73,84,33,28
2023-03-14 19:00:00,80,68,92,36,27
2023-03-14 20:00:00,132,68,76,42,27
2023-03-14 21:00:00,107,71,64,30,20
2023-03-14 22:00:00,67,47,38,15,23
2023-03-14 23:00:00,75,45,71,22,18
2023-03-15 00:00:00,47,54,74,20,21
2023-03-15 01:00:00,43,18,23,16,11
2023-03-15 02:00:00,33,24,12,15,18
2023-03-15 03:00:00,45,31,14,13,19
2023-03-15 04:00:00,38,29,18,5,16
2023-03-15 05:00:00,34,17,10,15,11
2023-03-15 06:00:00,30,33,27,13,18
2023-03-15 07:00:00,23,13,24,16,11
2023-03-15 08:00:00,44,39,18,6,13
2023-03-15 09:00:00,21,10,22,8,12
2023-03-15 10:00:00,41,23,26,11,11
2023-03-15 11:00:00,84,66,35,39,24
2023-03-15 12:00:00,67,31,36,18,18
2023-03-15 13:00:00,81,54,73,21,17
2023-03-15 14:00:00,36,39,54,17,21
2023-03-15 15:00:00,140,82,76,52,20
2023-03-15 16:00:00,120,73,79,62,26
2023-03-15 17:00:00,120,85,82,51,20
2023-03-15 18:00:00,114,86,79,60,24
2023-03-15 19:00:00,106,67,80,30,28
2023-03-15 20:00:00,148,61,90,48,29
2023-03-15 21:00:00,100,78,68,69,29
2023-03-15 22:00:00,89,25,32,16,18
2023-03-15 23:00:00,41,30,39,40,17
2023-03-16 00:00:00,93,46,26,35,17
2023-03-16 01:00:00,43,32,35,12,19
2023-03-16 02:00:00,39,26,30,5,18
2023-03-16 03:00:00,46,31,34,9,18
2023-03-16 04:00:00,10,20,17,12,14
2023-03-16 05:00:00,32,26,37,18,10
2023-03-16 06:00:00,24,13,22,9,19
2023-03-16 07:00:00,47,13,31,15,15
2023-03-16 08:00:00,44,16,32,19,16
2023-03-16 09:00:00,28,21,35,9,18
2023-03-16 10:00:00,39,11,35,10,18
2023-03-16 11:00:00,85,34,26,18,19
2023-03-16 12:00:00,30,52,58,26,16
2023-03-16 13:00:00,39,53,50,40,15
2023-03-16 14:00:00,77,68,28,23,16
2023-03-16 15:00:00,140,96,83,40,25
2023-03-16 16:00:00,140,77,97,31,21
2023-03-16 17:00:00,84,98,77,41,22
2023-03-16 18:00:00,96,87,60,52,27
2023-03-16 19:00:00,93,71,96,51,20
2023-03-16 20:00:00,149,80,88,59,21
2023-03-16 21:00:00,106,62,96,64,23
2023-03-16 22:00:00,60,60,36,44,17
2023-03-16 23:00:00,33,46,62,29,15
2023-03-17 00:00:00,45,64,25,44,18
2023-03-17 01:00:00,12,19,27,5,10
2023-03-17 02:00:00,44,39,29,16,16
2023-03-17 03:00:00,32,36,19,15,18
2023-03-17 04:00:00,25,33,17,11,16
2023-03-17 05:00:00,10,17,38,16,16
2023-03-17 06:00:00,14,17,24,9,10
2023-03-17 07:00:00,27,21,25,16,17
2023-03-17 08:00:00,39,21,15,13,13
2023-03-17 09:00:00,16,20,24,13,19
2023-03-17 10:00:00,25,20,22,8,17
2023-03-17 11:00:00,49,43,36,18,22
2023-03-17 12:00:00,43,51,70,30,23
2023-03-17 13:00:00,83,73,71,44,15
2023-03-17 14:00:00,82,32,56,34,19
2023-03-17 15:00:00,108,80,77,31,22
2023-03-17 16:00:00,102,66,81,65,27
2023-03-17 17:00:00,131,66,89,50,28
2023-03-17 18:00:00,85,96,85,54,23
2023-03-17 19:00:00,115,76,61,45,20
2023-03-17 20:00:00,124,61,73,62,25
2023-03-17 21:00:00,82,61,83,35,24
2023-03-17 22:00:00,33,37,56,32,18
2023-03-17 23:00:00,30,31,27,35,19
2023-03-18 00:00:00,40,31,22,16,10
2023-03-18 01:00:00,19,20,20,6,5
2023-03-18 02:00:00,38,14,17,8,6
2023-03-18 03:00:00,13,25,19,6,7
2023-03-18 04:00:00,10,8,18,6,9
2023-03-18 05:00:00,10,5,29,9,6
2023-03-18 06:00:00,19,16,28,8,9
2023-03-18 07:00:00,17,27,13,7,5
2023-03-18 08:00:00,29,9,8,8,7
2023-03-18 09:00:00,12,15,13,6,8
2023-03-18 10:00:00,36,8,13,5,5
2023-03-18 11:00:00,70,35,51,11,8
2023-03-18 12:00:00,44,22,52,20,6
2023-03-18 13:00:00,30,37,35,37,6
2023-03-18 14:00:00,45,46,27,25,10
2023-03-18 15:00:00,75,55,68,57,7
2023-03-18 16:00:00,64,50,66,30,11
2023-03-18 17:00:00,129,77,64,32,10
2023-03-18 18:00:00,86,82,78,24,11
2023-03-18 19:00:00,106,89,82,59,11
2023-03-18 20:00:00,101,67,55,56,13
2023-03-18 21:00:00,82,54,50,34,11
2023-03-18 22:00:00,34,43,21,32,9
2023-03-18 23:00:00,74,34,16,21,9
2023-03-19 00:00:00,67,49,48,34,6
2023-03-19 01:00:00,25,16,27,9,8
2023-03-19 02:00:00,28,10,18,5,5
2023-03-19 03:00:00,33,14,12,6,9
2023-03-19 04:00:00,30,11,10,6,8
2023-03-19 05:00:00,29,9,21,9,6
2023-03-19 06:00:00,32,22,23,8,5
2023-03-19 07:00:00,15,26,20,5,7
2023-03-19 08:00:00,11,16,11,7,5
2023-03-19 09:00:00,10,12,17,5,9
2023-03-19 10:00:00,20,23,13,9,5
2023-03-19 11:00:00,63,51,49,36,10
2023-03-19 12:00:00,44,50,54,28,9
2023-03-19 13:00:00,33,29,43,20,6
2023-03-19 14:00:00,32,49,15,17,7
2023-03-19 15:00:00,106,57,82,29,11
2023-03-19 16:00:00,97,81,84,46,7
2023-03-19 17:00:00,101,56,65,53,11
2023-03-19 18:00:00,123,53,78,44,13
2023-03-19 19:00:00,77,69,88,43,8
2023-03-19 20:00:00,86,58,81,45,10
2023-03-19 21:00:00,107,53,79,43,11
2023-03-19 22:00:00,56,30,48,34,6
2023-03-19 23:00:00,42,17,28,28,9
2023-03-20 00:00:00,93,48,70,34,24
2023-03-20 01:00:00,40,12,13,6,15
2023-03-20 02:00:00,43,19,16,8,11
2023-03-20 03:00:00,14,34,28,17,14
2023-03-20 04:00:00,37,14,29,12,11
2023-03-20 05:00:00,38,19,38,14,15
2023-03-20 06:00:00,25,20,27,16,15
2023-03-20 07:00:00,25,15,12,16,13
2023-03-20 08:00:00,29,14,27,13,17
2023-03-20 09:00:00,38,38,25,16,11
2023-03-20 10:00:00,42,36,37,15,15
2023-03-20 11:00:00,61,57,25,25,15
2023-03-20 12:00:00,69,67,66,18,21
2023-03-20 13:00:00,38,69,62,26,24
2023-03-20 14:00:00,47,42,35,16,18
2023-03-20 15:00:00,143,81,68,42,25
2023-03-20 16:00:00,131,81,65,39,22
2023-03-20 17:00:00,94,81,71,37,24
2023-03-20 18:00:00,80,96,68,51,21
2023-03-20 19:00:00,102,88,89,50,25
2023-03-20 20:00:00,131,65,89,62,27
2023-03-20 21:00:00,83,86,77,35,20
2023-03-20 22:00:00,34,40,42,28,21
2023-03-20 23:00:00,90,35,34,23,23
2023-03-21 00:00:00,43,41,31,29,18
2023-03-21 01:00:00,41,18,32,15,15
2023-03-21 02:00:00,46,12,36,11,19
2023-03-21 03:00:00,12,26,16,9,15
2023-03-21 04:00:00,36,23,24,18,17
2023-03-21 05:00:00,18,13,36,18,17
2023-03-21 06:00:00,21,16,35,17,16
2023-03-21 07:00:00,39,27,25,9,11
2023-03-21 08:00:00,17,10,26,10,10
2023-03-21 09:00:00,49,18,34,11,16
2023-03-21 10:00:00,23,38,16,19,14
2023-03-21 11:00:00,55,57,28,28,15
2023-03-21 12:00:00,52,64,43,29,18
2023-03-21 13:00:00,70,52,57,24,20
2023-03-21 14:00:00,86,48,71,19,23
2023-03-21 15:00:00,136,94,92,68,21
2023-03-21 16:00:00,129,82,76,69,20
2023-03-21 17:00:00,134,96,75,54,26
2023-03-21 18:00:00,101,91,77,49,22
2023-03-21 19:00:00,139,86,82,63,27
2023-03-21 20:00:00,95,85,84,68,20
2023-03-21 21:00:00,134,81,64,63,22
2023-03-21 22:00:00,85,74,66,21,16
2023-03-21 23:00:00,76,29,30,43,23
2023-03-22 00:00:00,57,38,30,19,18
2023-03-22 01:00:00,37,26,28,6,13
2023-03-22 02:00:00,49,22,34,5,18
2023-03-22 03:00:00,43,18,29,13,17
2023-03-22 04:00:00,35,10,30,11,10
2023-03-22 05:00:00,25,27,16,15,18
2023-03-22 06:00:00,22,27,25,9,11
2023-03-22 07:00:00,15,27,18,15,10
2023-03-22 08:00:00,49,23,15,14,16
2023-03-22 09:00:00,18,35,19,6,18
2023-03-22 10:00:00,40,32,30,14,17
2023-03-22 11:00:00,58,35,28,40,18
2023-03-22 12:00:00,55,27,46,15,21
2023-03-22 13:00:00,92,58,59,35,19
2023-03-22 14:00:00,45,66,58,27,22
2023-03-22 15:00:00,149,77,62,38,29
2023-03-22 16:00:00,100,71,83,45,24
2023-03-22 17:00:00,102,76,97,54,28
2023-03-22 18:00:00,82,83,63,45,27
2023-03-22 19:00:00,114,89,82,31,24
2023-03-22 20:00:00,136,99,60,33,22
2023-03-22 21:00:00,100,80,73,57,26
2023-03-22 22:00:00,79,62,48,37,20
2023-03-22 23:00:00,90,49,39,24,16
2023-03-23 00:00:00,48,30,47,32,22
2023-03-23 01:00:00,33,26,36,8,17
2023-03-23 02:00:00,31,36,38,10,10
2023-03-23 03:00:00,28,37,26,5,15
2023-03-23 04:00:00,27,23,39,18,12
2023-03-23 05:00:00,39,39,11,18,15
2023-03-23 06:00:00,42,31,36,13,17
2023-03-23 07:00:00,49,24,18,8,12
2023-03-23 08:00:00,25,35,39,16,19
2023-03-23 09:00:00,27,17,27,10,17
2023-03-23 10:00:00,42,39,34,9,19
2023-03-23 11:00:00,62,50,58,41,15
2023-03-23 12:00:00,64,58,39,23,19
2023-03-23 13:00:00,60,35,37,35,17
2023-03-23 14:00:00,42,52,55,27,24
2023-03-23 15:00:00,91,72,85,49,29
2023-03-23 16:00:00,134,88,97,61,28
2023-03-23 17:00:00,81,92,94,49,26
2023-03-23 18:00:00,80,83,91,67,21
2023-03-23 19:00:00,96,83,88,35,24
2023-03-23 20:00:00,144,68,94,39,26
2023-03-23 21:00:00,126,96,94,31,29
2023-03-23 22:00:00,80,65,66,29,21
2023-03-23 23:00:00,43,57,45,41,16
2023-03-24 00:00:00,38,39,70,18,15
2023-03-24 01:00:00,43,38,31,16,16
2023-03-24 02:00:00,30,14,27,7,19
2023-03-24 03:00:00,28,37,37,8,11
2023-03-24 04:00:00,34,30,22,11,10
2023-03-24 05:00:00,29,17,38,17,17
2023-03-24 06:00:00,34,36,35,14,18
2023-03-24 07:00:00,20,24,37,16,16
2023-03-24 08:00:00,47,21,27,10,19
2023-03-24 09:00:00,10,22,30,8,12
2023-03-24 10:00:00,37,23,15,15,12
2023-03-24 11:00:00,46,38,74,15,16
2023-03-24 12:00:00,71,55,54,34,20
2023-03-24 13:00:00,70,74,65,16,22
2023-03-24 14:00:00,34,57,31,19,22
2023-03-24 15:00:00,91,63,97,62,21
2023-03-24 16:00:00,98,80,91,65,26
2023-03-24 17:00:00,85,65,90,35,20
2023-03-24 18:00:00,146,83,77,50,26
2023-03-24 19:00:00,91,84,68,59,28
2023-03-24 20:00:00,86,89,91,39,29
2023-03-24 21:00:00,108,95,66,42,22
2023-03-24 22:00:00,91,46,30,29,21
2023-03-24 23:00:00,53,27,44,39,17
2023-03-25 00:00:00,59,18,45,30,11
2023-03-25 01:00:00,37,28,11,6,5
2023-03-25 02:00:00,30,5,27,8,9
2023-03-25 03:00:00,37,29,17,5,7
2023-03-25 04:00:00,31,14,26,9,6
2023-03-25 05:00:00,39,14,12,7,7
2023-03-25 06:00:00,33,11,25,5,7
2023-03-25 07:00:00,37,14,28,6,6
2023-03-25 08:00:00,10,25,15,5,8
2023-03-25 09:00:00,39,13,21,8,9
2023-03-25 10:00:00,39,28,25,9,9
2023-03-25 11:00:00,63,31,17,37,10
2023-03-25 12:00:00,39,16,24,23,6
2023-03-25 13:00:00,54,27,32,34,6
2023-03-25 14:00:00,72,28,21,21,7
2023-03-25 15:00:00,86,76,68,41,7
2023-03-25 16:00:00,113,59,65,57,11
2023-03-25 17:00:00,87,88,55,26,9
2023-03-25 18:00:00,96,87,86,23,9
2023-03-25 19:00:00,91,62,83,35,12
2023-03-25 20:00:00,81,76,87,46,7
